Ensembl Id	Gene Name	Description	Entrez	Genbank	UniGene
ENSG00000132746	ALDH3B2	"aldehyde dehydrogenase 3 family, member B2 [Source:HGNC Symbol;Acc:411]"	222		Hs.87539
ENSG00000132824	SERINC3	serine incorporator 3 [Source:HGNC Symbol;Acc:11699]	10955	BAG62311	Hs.696043
ENSG00000132855	ANGPTL3	angiopoietin-like 3 [Source:HGNC Symbol;Acc:491]	27329	ACS13743	Hs.209153
ENSG00000132874	SLC14A2	"solute carrier family 14 (urea transporter), member 2 [Source:HGNC Symbol;Acc:10919]"	8170		Hs.710927
ENSG00000132967	HMGB1P5	high mobility group box 1 pseudogene 5 [Source:HGNC Symbol;Acc:4997]			Hs.717965
ENSG00000133048	CHI3L1	chitinase 3-like 1 (cartilage glycoprotein-39) [Source:HGNC Symbol;Acc:1932]	1116	CAB76472	Hs.382202
ENSG00000133067	LGR6	leucine-rich repeat containing G protein-coupled receptor 6 [Source:HGNC Symbol;Acc:19719]	59352		Hs.497402
ENSG00000133101	CCNA1	cyclin A1 [Source:HGNC Symbol;Acc:1577]	8900	AEF32519	Hs.628987
ENSG00000133106	EPSTI1	epithelial stromal interaction 1 (breast) [Source:HGNC Symbol;Acc:16465]	94240		Hs.613034
ENSG00000133138	TBC1D8B	"TBC1 domain family, member 8B (with GRAM domain) [Source:HGNC Symbol;Acc:24715]"	54885		Hs.351798
ENSG00000133318	RTN3	reticulon 3 [Source:HGNC Symbol;Acc:10469]	10313	BAH12607	Hs.743229
ENSG00000133321	RARRES3	retinoic acid receptor responder (tazarotene induced) 3 [Source:HGNC Symbol;Acc:9869]	5920		
ENSG00000133328	HRASLS2	HRAS-like suppressor 2 [Source:HGNC Symbol;Acc:17824]	54979	BAH22445	
ENSG00000133401	PDZD2	PDZ domain containing 2 [Source:HGNC Symbol;Acc:18486]	23037		Hs.481819
ENSG00000133460	SLC2A11	"solute carrier family 2 (facilitated glucose transporter), member 11 [Source:HGNC Symbol;Acc:14239]"	66035	BAG65242	Hs.743282
ENSG00000133519	ZDHHC8P1	"zinc finger, DHHC-type containing 8 pseudogene 1 [Source:HGNC Symbol;Acc:26461]"	150244		Hs.386693
ENSG00000133703	KRAS	Kirsten rat sarcoma viral oncogene homolog [Source:HGNC Symbol;Acc:6407]	3845	AEA35014	Hs.734869
ENSG00000133710	SPINK5	"serine peptidase inhibitor, Kazal type 5 [Source:HGNC Symbol;Acc:15464]"	11005	CAB40839	Hs.331555
ENSG00000133935	C14orf1	chromosome 14 open reading frame 1 [Source:HGNC Symbol;Acc:1187]	11161	BAG34707	Hs.15106
ENSG00000134007	ADAM20	ADAM metallopeptidase domain 20 [Source:HGNC Symbol;Acc:199]	8748	AAC52041	Hs.177984
ENSG00000134109	EDEM1	"ER degradation enhancer, mannosidase alpha-like 1 [Source:HGNC Symbol;Acc:18967]"	9695	BAG63455	Hs.673002
ENSG00000134321	RSAD2	radical S-adenosyl methionine domain containing 2 [Source:HGNC Symbol;Acc:30908]	91543	AAY14802	Hs.17518
ENSG00000134326	CMPK2	"cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial [Source:HGNC Symbol;Acc:27015]"	129607	AFJ19138	Hs.7155
ENSG00000134470	IL15RA	"interleukin 15 receptor, alpha [Source:HGNC Symbol;Acc:5978]"	3601	AAC50312	
ENSG00000134531	EMP1	epithelial membrane protein 1 [Source:HGNC Symbol;Acc:3333]	2012	BAG61373	Hs.719042
ENSG00000134533	RERG	"RAS-like, estrogen-regulated, growth inhibitor [Source:HGNC Symbol;Acc:15980]"	85004		Hs.199487
ENSG00000134684	YARS	tyrosyl-tRNA synthetase [Source:HGNC Symbol;Acc:12840]	8565	AAB88409	Hs.213264
ENSG00000134716	CYP2J2	"cytochrome P450, family 2, subfamily J, polypeptide 2 [Source:HGNC Symbol;Acc:2634]"	1573	AAK63192	Hs.152096
ENSG00000134755	DSC2	desmocollin 2 [Source:HGNC Symbol;Acc:3036]	1824	ABM88172	Hs.713050
ENSG00000134780	DAGLA	"diacylglycerol lipase, alpha [Source:HGNC Symbol;Acc:1165]"	747		Hs.241564
ENSG00000134851	TMEM165	transmembrane protein 165 [Source:HGNC Symbol;Acc:30760]	55858	BAG58273	Hs.668532
ENSG00000134986	NREP	neuronal regeneration related protein [Source:HGNC Symbol;Acc:16834]	9315	AAA93255	Hs.738960
ENSG00000135047	CTSL	cathepsin L [Source:HGNC Symbol;Acc:2537]	1514	AAQ05021	Hs.731952
ENSG00000135048	TMEM2	transmembrane protein 2 [Source:HGNC Symbol;Acc:11869]	23670		Hs.630735
ENSG00000135049	AGTPBP1	ATP/GTP binding protein 1 [Source:HGNC Symbol;Acc:17258]	23287	BAG58284	Hs.719980
ENSG00000135094	SDS	serine dehydratase [Source:HGNC Symbol;Acc:10691]	10993		
ENSG00000135114	OASL	2'-5'-oligoadenylate synthetase-like [Source:HGNC Symbol;Acc:8090]	8638		Hs.118633
ENSG00000135148	TRAFD1	TRAF-type zinc finger domain containing 1 [Source:HGNC Symbol;Acc:24808]	10906	BAG58401	Hs.618023
ENSG00000135175	OCM2	oncomodulin 2 [Source:HGNC Symbol;Acc:34396]	4951	AAQ96880	Hs.510456
ENSG00000135250	SRPK2	SRSF protein kinase 2 [Source:HGNC Symbol;Acc:11306]	6733	AAC05299	Hs.285197
ENSG00000135363	LMO2	LIM domain only 2 (rhombotin-like 1) [Source:HGNC Symbol;Acc:6642]	4005	CAA43430	Hs.34560
ENSG00000135378	PRRG4	proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane) [Source:HGNC Symbol;Acc:30799]	79056	AAK00956	Hs.622398
ENSG00000135439	AGAP2	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:16921]"	116986	BAG53747	Hs.302435
ENSG00000135486	HNRNPA1	heterogeneous nuclear ribonucleoprotein A1 [Source:HGNC Symbol;Acc:5031]	3178		Hs.735600
ENSG00000135535	CD164	"CD164 molecule, sialomucin [Source:HGNC Symbol;Acc:1632]"	8763		Hs.644693
ENSG00000135569	TAAR5	trace amine associated receptor 5 [Source:HGNC Symbol;Acc:30236]	9038	AAC39581	Hs.248198
ENSG00000135636	DYSF	dysferlin [Source:HGNC Symbol;Acc:3097]	8291	ABK20181	Hs.252180
ENSG00000135697	BCMO1	"beta-carotene 15,15'-monooxygenase 1 [Source:HGNC Symbol;Acc:13815]"	53630		Hs.212172
ENSG00000135720	DYNC1LI2	"dynein, cytoplasmic 1, light intermediate chain 2 [Source:HGNC Symbol;Acc:2966]"	1783	BAG65102	Hs.369068
ENSG00000135821	GLUL	glutamate-ammonia ligase [Source:HGNC Symbol;Acc:4341]	2752	AAY57874	Hs.745477
ENSG00000135829	DHX9	DEAH (Asp-Glu-Ala-His) box helicase 9 [Source:HGNC Symbol;Acc:2750]	1660	AAB48855	Hs.595125
ENSG00000135898	GPR55	G protein-coupled receptor 55 [Source:HGNC Symbol;Acc:4511]	9290		Hs.114545
ENSG00000135899	SP110	SP110 nuclear body protein [Source:HGNC Symbol;Acc:5401]	3431		Hs.145150
ENSG00000135929	CYP27A1	"cytochrome P450, family 27, subfamily A, polypeptide 1 [Source:HGNC Symbol;Acc:2605]"	1593		Hs.516700
ENSG00000135953	MFSD9	major facilitator superfamily domain containing 9 [Source:HGNC Symbol;Acc:28158]	84804		Hs.720914
ENSG00000136048	DRAM1	DNA-damage regulated autophagy modulator 1 [Source:HGNC Symbol;Acc:25645]	55332		Hs.525634
ENSG00000136059	VILL	villin-like [Source:HGNC Symbol;Acc:30906]	50853		
ENSG00000136147	PHF11	PHD finger protein 11 [Source:HGNC Symbol;Acc:17024]	51131		Hs.369039
ENSG00000136235	GPNMB	glycoprotein (transmembrane) nmb [Source:HGNC Symbol;Acc:4462]	10457		Hs.639968
ENSG00000136279	DBNL	drebrin-like [Source:HGNC Symbol;Acc:2696]	28988	BAD92723	Hs.687566
ENSG00000136295	TTYH3	tweety family member 3 [Source:HGNC Symbol;Acc:22222]	80727		Hs.622255
ENSG00000136352	NKX2-1	NK2 homeobox 1 [Source:HGNC Symbol;Acc:11825]	7080		Hs.715763
ENSG00000136378	ADAMTS7	"ADAM metallopeptidase with thrombospondin type 1 motif, 7 [Source:HGNC Symbol;Acc:223]"	11173	AAQ94616	Hs.16441
ENSG00000136383	ALPK3	alpha-kinase 3 [Source:HGNC Symbol;Acc:17574]	57538	AAK95951	Hs.614300
ENSG00000136425	CIB2	calcium and integrin binding family member 2 [Source:HGNC Symbol;Acc:24579]	10518		Hs.129867
ENSG00000136436	CALCOCO2	calcium binding and coiled-coil domain 2 [Source:HGNC Symbol;Acc:29912]	10241		Hs.624928
ENSG00000136487	GH2	growth hormone 2 [Source:HGNC Symbol;Acc:4262]	2689	AAB59547	Hs.406754
ENSG00000136514	RTP4	receptor (chemosensory) transporter protein 4 [Source:HGNC Symbol;Acc:23992]	64108	AAT70683	Hs.734988
ENSG00000136603	SKIL	SKI-like oncogene [Source:HGNC Symbol;Acc:10897]	6498	CAA33287	Hs.738935
ENSG00000136631	VPS45	vacuolar protein sorting 45 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:14579]	11311		Hs.535144
ENSG00000136689	IL1RN	interleukin 1 receptor antagonist [Source:HGNC Symbol;Acc:6000]	3557	AAC13499	Hs.734203
ENSG00000136695	IL36RN	interleukin 36 receptor antagonist [Source:HGNC Symbol;Acc:15561]	26525		Hs.688509
ENSG00000136710	CCDC115	coiled-coil domain containing 115 [Source:HGNC Symbol;Acc:28178]	84317	BAG58709	Hs.104203
ENSG00000136750	GAD2	"glutamate decarboxylase 2 (pancreatic islets and brain, 65kDa) [Source:HGNC Symbol;Acc:4093]"	2572		Hs.614261
ENSG00000136826	KLF4	Kruppel-like factor 4 (gut) [Source:HGNC Symbol;Acc:6348]	9314		Hs.739613
ENSG00000136828	RALGPS1	Ral GEF with PH domain and SH3 binding motif 1 [Source:HGNC Symbol;Acc:16851]	9649		Hs.432842
ENSG00000136875	PRPF4	pre-mRNA processing factor 4 [Source:HGNC Symbol;Acc:17349]	9128	BAD93034	Hs.744014
ENSG00000136881	BAAT	bile acid CoA: amino acid N-acyltransferase (glycine N-choloyltransferase) [Source:HGNC Symbol;Acc:932]	570	AAC37550	Hs.284712
ENSG00000136931	NR5A1	"nuclear receptor subfamily 5, group A, member 1 [Source:HGNC Symbol;Acc:7983]"	2516		Hs.495108
ENSG00000136986	DERL1	derlin 1 [Source:HGNC Symbol;Acc:28454]	79139		Hs.241576
ENSG00000137033	IL33	interleukin 33 [Source:HGNC Symbol;Acc:16028]	90865	BAA75892	Hs.731660
ENSG00000137080	IFNA21	"interferon, alpha 21 [Source:HGNC Symbol;Acc:5424]"	3452	AAA52732	Hs.113211
ENSG00000137185	ZSCAN9	zinc finger and SCAN domain containing 9 [Source:HGNC Symbol;Acc:12984]	7746	AAC51659	Hs.731936
ENSG00000137198	GMPR	guanosine monophosphate reductase [Source:HGNC Symbol;Acc:4376]	2766	AAA52503	Hs.484741
ENSG00000137200	CMTR1	cap methyltransferase 1 [Source:HGNC Symbol;Acc:21077]	23070	BAA07893	
ENSG00000137259	HIST1H2AB	"histone cluster 1, H2ab [Source:HGNC Symbol;Acc:4734]"	3012	AAI25141	
ENSG00000137266	SLC22A23	"solute carrier family 22, member 23 [Source:HGNC Symbol;Acc:21106]"	63027	CAI12303	Hs.713588
ENSG00000137269	LRRC1	leucine rich repeat containing 1 [Source:HGNC Symbol;Acc:14307]	55227		Hs.728468
ENSG00000137270	GCM1	glial cells missing homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:4197]	8521	BAA13651	Hs.28346
ENSG00000137313	TRIM26	tripartite motif containing 26 [Source:HGNC Symbol;Acc:12962]	7726		Hs.731863
ENSG00000137337	MDC1	mediator of DNA-damage checkpoint 1 [Source:HGNC Symbol;Acc:21163]	9656		Hs.710124
ENSG00000137397	TRIM31	tripartite motif containing 31 [Source:HGNC Symbol;Acc:16289]	11074		Hs.732862
ENSG00000137403	HLA-F	"major histocompatibility complex, class I, F [Source:HGNC Symbol;Acc:4963]"	3134		Hs.700263
ENSG00000137496	IL18BP	interleukin 18 binding protein [Source:HGNC Symbol;Acc:5987]	10068	EAW74812	Hs.591967
ENSG00000137571	SLCO5A1	"solute carrier organic anion transporter family, member 5A1 [Source:HGNC Symbol;Acc:19046]"	81796	BAG61121	Hs.612688
ENSG00000137628	DDX60	DEAD (Asp-Glu-Ala-Asp) box polypeptide 60 [Source:HGNC Symbol;Acc:25942]	55601		Hs.481141
ENSG00000137642	SORL1	"sortilin-related receptor, L(DLR class) A repeats containing [Source:HGNC Symbol;Acc:11185]"	6653		Hs.627522
ENSG00000137648	TMPRSS4	"transmembrane protease, serine 4 [Source:HGNC Symbol;Acc:11878]"	56649		Hs.695228
ENSG00000137752	CASP1	"caspase 1, apoptosis-related cysteine peptidase [Source:HGNC Symbol;Acc:1499]"	834	BAG62650	Hs.2490
ENSG00000137767	SQRDL	sulfide quinone reductase-like (yeast) [Source:HGNC Symbol;Acc:20390]	58472		Hs.511251
ENSG00000137801	THBS1	thrombospondin 1 [Source:HGNC Symbol;Acc:11785]	7057	AAH28145	Hs.736912
ENSG00000137842	TMEM62	transmembrane protein 62 [Source:HGNC Symbol;Acc:26269]	80021	AAH09981	Hs.511175
ENSG00000137959	IFI44L	interferon-induced protein 44-like [Source:HGNC Symbol;Acc:17817]	10964	BAG64281	Hs.744918
ENSG00000137965	IFI44	interferon-induced protein 44 [Source:HGNC Symbol;Acc:16938]	10561	BAH14649	Hs.605995
ENSG00000138035	PNPT1	polyribonucleotide nucleotidyltransferase 1 [Source:HGNC Symbol;Acc:23166]	87178		Hs.673273
ENSG00000138061	CYP1B1	"cytochrome P450, family 1, subfamily B, polypeptide 1 [Source:HGNC Symbol;Acc:2597]"	1545	ACL81474	Hs.721112
ENSG00000138166	DUSP5	dual specificity phosphatase 5 [Source:HGNC Symbol;Acc:3071]	1847	AAA64693	Hs.2128
ENSG00000138356	AOX1	aldehyde oxidase 1 [Source:HGNC Symbol;Acc:553]	316		Hs.406238
ENSG00000138443	ABI2	abl-interactor 2 [Source:HGNC Symbol;Acc:24011]	10152	BAH14371	Hs.694570
ENSG00000138496	PARP9	"poly (ADP-ribose) polymerase family, member 9 [Source:HGNC Symbol;Acc:24118]"	83666		Hs.634988
ENSG00000138641	HERC3	HECT and RLD domain containing E3 ubiquitin protein ligase 3 [Source:HGNC Symbol;Acc:4876]	8916	AAH38960	Hs.734064
ENSG00000138642	HERC6	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6 [Source:HGNC Symbol;Acc:26072]	55008		Hs.529317
ENSG00000138646	HERC5	HECT and RLD domain containing E3 ubiquitin protein ligase 5 [Source:HGNC Symbol;Acc:24368]	51191		Hs.26663
ENSG00000138696	BMPR1B	"bone morphogenetic protein receptor, type IB [Source:HGNC Symbol;Acc:1077]"	658		Hs.738659
ENSG00000138755	CXCL9	chemokine (C-X-C motif) ligand 9 [Source:HGNC Symbol;Acc:7098]	4283	CAA51284	Hs.77367
ENSG00000138760	SCARB2	"scavenger receptor class B, member 2 [Source:HGNC Symbol;Acc:1665]"	950		Hs.714206
ENSG00000138764	CCNG2	cyclin G2 [Source:HGNC Symbol;Acc:1593]	901	AAH32518	Hs.740456
ENSG00000138778	CENPE	"centromere protein E, 312kDa [Source:HGNC Symbol;Acc:1856]"	1062		Hs.75573
ENSG00000138823	MTTP	microsomal triglyceride transfer protein [Source:HGNC Symbol;Acc:7467]	4547	AAH62696	Hs.739646
ENSG00000139083	ETV6	ets variant 6 [Source:HGNC Symbol;Acc:3495]	2120		Hs.717548
ENSG00000139112	GABARAPL1	GABA(A) receptor-associated protein like 1 [Source:HGNC Symbol;Acc:4068]	23710	EAW96169	Hs.742789
ENSG00000139168	ZCRB1	zinc finger CCHC-type and RNA binding motif 1 [Source:HGNC Symbol;Acc:29620]	85437		Hs.622043
ENSG00000139178	C1RL	"complement component 1, r subcomponent-like [Source:HGNC Symbol;Acc:21265]"	51279	AAH62428	Hs.631730
ENSG00000139192	TAPBPL	TAP binding protein-like [Source:HGNC Symbol;Acc:30683]	55080	BAA91465	Hs.682600
ENSG00000139193	CD27	CD27 molecule [Source:HGNC Symbol;Acc:11922]	939	AAA58411	Hs.355307
ENSG00000139330	KERA	keratocan [Source:HGNC Symbol;Acc:6309]	11081	AAC17741	Hs.125750
ENSG00000139370	SLC15A4	"solute carrier family 15 (oligopeptide transporter), member 4 [Source:HGNC Symbol;Acc:23090]"	121260		Hs.741884
ENSG00000139515	PDX1	pancreatic and duodenal homeobox 1 [Source:HGNC Symbol;Acc:6107]	3651	AAA88820	Hs.32938
ENSG00000139641	ESYT1	extended synaptotagmin-like protein 1 [Source:HGNC Symbol;Acc:29534]	23344	ABJ97705	Hs.632729
ENSG00000139675	HNRNPA1L2	heterogeneous nuclear ribonucleoprotein A1-like 2 [Source:HGNC Symbol;Acc:27067]	144983	CAI16736	
ENSG00000139679	LPAR6	lysophosphatidic acid receptor 6 [Source:HGNC Symbol;Acc:15520]	10161	ADZ31975	Hs.723541
ENSG00000139797	RNF113B	ring finger protein 113B [Source:HGNC Symbol;Acc:17267]	140432	AAN33063	Hs.296045
ENSG00000139826	ABHD13	abhydrolase domain containing 13 [Source:HGNC Symbol;Acc:20293]	84945	BAB55387	Hs.183528
ENSG00000139946	PELI2	pellino E3 ubiquitin protein ligase family member 2 [Source:HGNC Symbol;Acc:8828]	57161	CAH56388	Hs.657926
ENSG00000140067	FAM181A	"family with sequence similarity 181, member A [Source:HGNC Symbol;Acc:20491]"	90050		Hs.525550
ENSG00000140105	WARS	tryptophanyl-tRNA synthetase [Source:HGNC Symbol;Acc:12729]	7453		Hs.736264
ENSG00000140279	DUOX2	dual oxidase 2 [Source:HGNC Symbol;Acc:13273]	50506	AAF73922	Hs.71377
ENSG00000140416	TPM1	tropomyosin 1 (alpha) [Source:HGNC Symbol;Acc:12010]	7168	BAH12832	Hs.635569
ENSG00000140464	PML	promyelocytic leukemia [Source:HGNC Symbol;Acc:9113]	5371		Hs.526464
ENSG00000140479	PCSK6	proprotein convertase subtilisin/kexin type 6 [Source:HGNC Symbol;Acc:8569]	5046	CAM33226	Hs.498494
ENSG00000140506	LMAN1L	"lectin, mannose-binding, 1 like [Source:HGNC Symbol;Acc:6632]"	79748		Hs.620644
ENSG00000140511	HAPLN3	hyaluronan and proteoglycan link protein 3 [Source:HGNC Symbol;Acc:21446]	145864		Hs.447530
ENSG00000140519	RHCG	"Rh family, C glycoprotein [Source:HGNC Symbol;Acc:18140]"	51458		Hs.459284
ENSG00000140521	POLG	"polymerase (DNA directed), gamma [Source:HGNC Symbol;Acc:9179]"	5428		Hs.706868
ENSG00000140526	ABHD2	abhydrolase domain containing 2 [Source:HGNC Symbol;Acc:18717]	11057	CAA30976	Hs.730201
ENSG00000140853	NLRC5	"NLR family, CARD domain containing 5 [Source:HGNC Symbol;Acc:29933]"	84166		Hs.708775
ENSG00000140876	NUDT7	nudix (nucleoside diphosphate linked moiety X)-type motif 7 [Source:HGNC Symbol;Acc:8054]	283927	ACH71652	Hs.741811
ENSG00000140941	MAP1LC3B	microtubule-associated protein 1 light chain 3 beta [Source:HGNC Symbol;Acc:13352]	81631	EAW95397	Hs.717559
ENSG00000140968	IRF8	interferon regulatory factor 8 [Source:HGNC Symbol;Acc:5358]	3394		Hs.137427
ENSG00000140992	PDPK1	3-phosphoinositide dependent protein kinase-1 [Source:HGNC Symbol;Acc:8816]	5170		Hs.709110
ENSG00000141040	ZNF287	zinc finger protein 287 [Source:HGNC Symbol;Acc:13502]	57336		Hs.99724
ENSG00000141232	TOB1	"transducer of ERBB2, 1 [Source:HGNC Symbol;Acc:11979]"	10140	BAA07423	Hs.744946
ENSG00000141279	NPEPPS	aminopeptidase puromycin sensitive [Source:HGNC Symbol;Acc:7900]	9520	BAH12449	Hs.745021
ENSG00000141401	IMPA2	inositol(myo)-1(or 4)-monophosphatase 2 [Source:HGNC Symbol;Acc:6051]	3613	AAH31560	
ENSG00000141434	MEP1B	"meprin A, beta [Source:HGNC Symbol;Acc:7020]"	4225	EAX01284	Hs.194777
ENSG00000141458	NPC1	"Niemann-Pick disease, type C1 [Source:HGNC Symbol;Acc:7897]"	4864	BAG57194	Hs.715623
ENSG00000141542	RAB40B	"RAB40B, member RAS oncogene family [Source:HGNC Symbol;Acc:18284]"	10966		Hs.50925
ENSG00000141574	SECTM1	secreted and transmembrane 1 [Source:HGNC Symbol;Acc:10707]	6398		Hs.558009
ENSG00000141579	ZNF750	zinc finger protein 750 [Source:HGNC Symbol;Acc:25843]	79755	BAG63162	Hs.662762
ENSG00000141646	SMAD4	SMAD family member 4 [Source:HGNC Symbol;Acc:6770]	4089	BAB40977	Hs.707908
ENSG00000141664	ZCCHC2	"zinc finger, CCHC domain containing 2 [Source:HGNC Symbol;Acc:22916]"	54877		Hs.734465
ENSG00000141682	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1 [Source:HGNC Symbol;Acc:9108]	5366	AAH32663	Hs.622958
ENSG00000141696	LEPREL4	leprecan-like 4 [Source:HGNC Symbol;Acc:16946]	10609		Hs.446459
ENSG00000142089	IFITM3	interferon induced transmembrane protein 3 [Source:HGNC Symbol;Acc:5414]	10410		
ENSG00000142156	COL6A1	"collagen, type VI, alpha 1 [Source:HGNC Symbol;Acc:2211]"	1291	AAH32821	Hs.474053
ENSG00000142178	SIK1	salt-inducible kinase 1 [Source:HGNC Symbol;Acc:11142]	150094	BAD74070	Hs.700423
ENSG00000142330	CAPN10	calpain 10 [Source:HGNC Symbol;Acc:1477]	11132		Hs.728234
ENSG00000142347	MYO1F	myosin IF [Source:HGNC Symbol;Acc:7600]	4542		Hs.465818
ENSG00000142583	SLC2A5	"solute carrier family 2 (facilitated glucose/fructose transporter), member 5 [Source:HGNC Symbol;Acc:11010]"	6518	BAG62193	Hs.530003
ENSG00000142619	PADI3	"peptidyl arginine deiminase, type III [Source:HGNC Symbol;Acc:18337]"	51702	BAA85974	Hs.149195
ENSG00000142627	EPHA2	EPH receptor A2 [Source:HGNC Symbol;Acc:3386]	1969	AAL11019	Hs.171596
ENSG00000142677	IL22RA1	"interleukin 22 receptor, alpha 1 [Source:HGNC Symbol;Acc:13700]"	58985	AAG22073	Hs.110915
ENSG00000142961	MOB3C	MOB kinase activator 3C [Source:HGNC Symbol;Acc:29800]	148932	CAE45269	Hs.632401
ENSG00000143184	XCL1	chemokine (C motif) ligand 1 [Source:HGNC Symbol;Acc:10645]	6375	AAC50164	Hs.546295
ENSG00000143196	DPT	dermatopontin [Source:HGNC Symbol;Acc:3011]	1805	CAA80487	Hs.80552
ENSG00000143248	RGS5	regulator of G-protein signaling 5 [Source:HGNC Symbol;Acc:10001]	8490		Hs.623400
ENSG00000143252	SDHC	"succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa [Source:HGNC Symbol;Acc:10682]"	6391		Hs.711955
ENSG00000143318	CASQ1	"calsequestrin 1 (fast-twitch, skeletal muscle) [Source:HGNC Symbol;Acc:1512]"	844		Hs.632476
ENSG00000143320	CRABP2	cellular retinoic acid binding protein 2 [Source:HGNC Symbol;Acc:2339]	1382		
ENSG00000143321	HDGF	hepatoma-derived growth factor [Source:HGNC Symbol;Acc:4856]	3068	BAH14194	Hs.743948
ENSG00000143363	PRUNE	prune exopolyphosphatase [Source:HGNC Symbol;Acc:13420]	58497	BAH14908	Hs.745375
ENSG00000143368	SF3B4	"splicing factor 3b, subunit 4, 49kDa [Source:HGNC Symbol;Acc:10771]"	10262	CAI12553	
ENSG00000143384	MCL1	myeloid cell leukemia sequence 1 (BCL2-related) [Source:HGNC Symbol;Acc:6943]	4170	BAG57694	Hs.632486
ENSG00000143494	VASH2	vasohibin 2 [Source:HGNC Symbol;Acc:25723]	79805		Hs.617696
ENSG00000143536	CRNN	cornulin [Source:HGNC Symbol;Acc:1230]	49860	AAD55747	Hs.242057
ENSG00000143556	S100A7	S100 calcium binding protein A7 [Source:HGNC Symbol;Acc:10497]	6278	AAA60210	
ENSG00000143570	SLC39A1	"solute carrier family 39 (zinc transporter), member 1 [Source:HGNC Symbol;Acc:12876]"	27173	BAG56898	Hs.744466
ENSG00000143612	C1orf43	chromosome 1 open reading frame 43 [Source:HGNC Symbol;Acc:29876]	25912		Hs.287471
ENSG00000143632	ACTA1	"actin, alpha 1, skeletal muscle [Source:HGNC Symbol;Acc:129]"	58		Hs.1288
ENSG00000143641	GALNT2	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2 (GalNAc-T2) [Source:HGNC Symbol;Acc:4124]	2590	BAH14094	Hs.743964
ENSG00000143742	SRP9	signal recognition particle 9kDa [Source:HGNC Symbol;Acc:11304]	6726		
ENSG00000143761	ARF1	ADP-ribosylation factor 1 [Source:HGNC Symbol;Acc:652]	375	AAA35552	
ENSG00000143774	GUK1	guanylate kinase 1 [Source:HGNC Symbol;Acc:4693]	2987		Hs.602494
ENSG00000143869	GDF7	growth differentiation factor 7 [Source:HGNC Symbol;Acc:4222]	151449	BAD07014	Hs.447688
ENSG00000143870	PDIA6	"protein disulfide isomerase family A, member 6 [Source:HGNC Symbol;Acc:30168]"	10130	BAH11740	Hs.739363
